Sinsing,Apartment,F,A,T,F,T,T,F,T,F,4500
Sinsing,Apartment,F,A,T,F,T,T,F,T,F,4500
Sinsing,Apartment,F,A,T,F,T,T,F,T,F,4500
Sanmin,Townhouse,F,A,T,F,T,T,F,T,F,4500
Qianjin,ResidentialBuilding,T,A,T,F,T,T,T,T,F,4505
Zuoying,Townhouse,F,A,T,F,T,T,F,T,F,5000
Zuoying,Townhouse,F,A,T,F,T,T,F,T,F,5000
Sinsing,Apartment,F,A,T,F,T,T,F,T,F,5000
Fengshan,Townhouse,F,A,T,F,T,T,F,T,F,5000
Fengshan,Townhouse,F,A,T,F,T,T,F,T,F,5000
Lingya,OfficeCommercialBuilding,F,A,F,T,T,T,F,T,F,5000
Lingya,OfficeCommercialBuilding,F,A,F,T,T,T,F,F,F,5000
Lingya,OfficeCommercialBuilding,F,A,F,T,T,T,T,F,F,5000
Gangshan,Huaxia,T,A,T,T,T,T,F,F,F,5000
Sinsing,Huaxia,T,A,T,T,T,T,T,T,F,5000
Sinsing,Suite,F,A,T,T,T,T,T,T,F,5000
Zuoying,Suite,F,A,T,T,T,T,F,T,F,5000
Lingya,ResidentialBuilding,T,A,T,T,T,T,T,T,F,5000
Sanmin,Huaxia,T,A,T,F,T,T,T,F,F,5000
Qianzhen,Townhouse,F,A,F,T,T,T,F,F,F,5000
Lingya,Apartment,F,B,T,T,T,T,F,T,F,5000
Qianzhen,Apartment,F,B,T,T,T,T,F,T,F,5000
Daliao,Townhouse,F,H,T,F,T,T,F,T,F,5000
Daliao,Townhouse,F,H,T,F,T,T,F,T,F,5000
Fengshan,StoreOrShop,F,I,F,F,F,F,F,F,F,5000
Sanmin,Townhouse,F,J,T,T,T,T,F,T,F,5000
Sanmin,Townhouse,F,A,T,F,T,T,F,T,F,5500
Sanmin,Townhouse,F,A,T,F,T,T,F,T,F,5500
Sanmin,Townhouse,F,A,T,F,T,T,F,T,F,5500
Sanmin,Townhouse,F,A,T,F,T,T,F,T,F,5500
Zuoying,Townhouse,F,A,T,F,T,T,F,T,F,5500
Sinsing,Townhouse,F,A,T,F,T,T,F,T,F,5500
Fengshan,Townhouse,F,A,T,F,T,T,F,T,F,5500
Sanmin,Huaxia,T,A,T,T,T,T,T,T,F,5500
Sanmin,Suite,F,A,T,T,T,T,T,T,F,5500
Gangshan,Townhouse,F,A,T,F,T,T,F,T,F,5500
Qianzhen,ResidentialBuilding,T,A,T,T,T,T,F,T,F,5500
Sinsing,ResidentialBuilding,T,C,T,T,T,T,T,T,F,5500
Daliao,Townhouse,F,H,T,F,T,T,F,T,F,5500
Sanmin,ResidentialBuilding,T,A,F,F,F,F,F,T,F,5700
Luzhu,StoreOrShop,F,A,T,F,T,T,F,T,F,6000
Qianzhen,ResidentialBuilding,T,A,F,F,F,F,F,F,F,6000
Zuoying,Townhouse,F,A,T,T,T,T,F,T,F,6000
Zuoying,Townhouse,F,A,T,F,T,T,F,T,F,6000
Qianjin,ResidentialBuilding,T,A,T,T,T,T,F,T,F,6000
Sanmin,ResidentialBuilding,T,A,T,T,T,T,T,T,F,6000
Sinsing,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,6000
Qianzhen,Townhouse,F,A,T,T,T,T,F,T,F,6000
Sinsing,Suite,F,A,F,F,F,F,T,T,F,6000
Yancheng,Suite,F,A,T,T,T,T,F,T,F,6000
Lingya,Townhouse,F,A,F,T,T,T,F,T,F,6000
Sanmin,Suite,F,A,T,F,T,T,F,F,F,6000
Sanmin,ResidentialBuilding,T,A,T,T,T,T,T,T,F,6000
Sanmin,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,6000
Lingya,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,6000
Sanmin,Townhouse,F,A,T,T,T,T,F,T,F,6000
Sanmin,Townhouse,F,B,T,F,T,T,F,T,F,6000
Sanmin,Apartment,F,B,T,T,T,T,F,F,F,6000
Fengshan,Apartment,F,B,T,T,T,T,F,T,F,6000
Lingya,Apartment,F,B,T,T,T,T,F,F,F,6000
Fengshan,Apartment,F,B,T,T,T,T,F,T,F,6000
Sanmin,Apartment,F,B,T,T,T,T,F,F,F,6000
Siaogang,Apartment,F,C,T,T,T,T,F,F,F,6000
Qianzhen,Apartment,F,C,T,T,T,T,F,F,F,6000
Fengshan,Apartment,F,C,T,T,T,T,F,F,F,6000
Fengshan,Townhouse,F,C,T,T,T,T,F,T,F,6000
Zuoying,Townhouse,F,D,T,F,T,T,F,T,F,6000
Sanmin,Apartment,F,D,T,T,T,T,F,F,F,6000
Sanmin,Warehouse,F,D,F,T,T,T,F,F,F,6000
Lingya,Huaxia,T,F,T,T,T,T,F,T,F,6000
Fengshan,Apartment,F,B,T,T,T,T,F,T,F,6100
Fengshan,Apartment,F,C,T,T,T,T,F,T,F,6200
Lingya,Apartment,F,D,T,T,T,T,F,T,F,6200
Lingya,Huaxia,T,A,T,F,T,T,F,T,F,6500
Lingya,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,6500
Sinsing,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,6500
Qianjin,ResidentialBuilding,T,A,T,T,T,T,T,T,F,6500
Sinsing,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,6500
Qianzhen,ResidentialBuilding,T,A,T,T,T,T,T,T,F,6500
Sinsing,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,6500
Sinsing,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,6500
Sinsing,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,6500
Gangshan,Townhouse,F,A,T,T,T,T,F,T,F,6500
Sanmin,ResidentialBuilding,T,A,T,T,T,T,T,T,F,6500
Qianzhen,ResidentialBuilding,T,A,T,T,T,T,T,T,F,6500
Fengshan,Apartment,F,B,T,T,T,T,F,T,F,6500
Fengshan,Apartment,F,B,T,T,T,T,F,F,F,6500
Fengshan,Apartment,F,B,T,T,T,T,F,F,F,6500
Fengshan,Apartment,F,B,T,T,T,T,F,T,F,6500
Sinsing,OfficeCommercialBuilding,F,C,F,F,F,F,T,F,F,6500
Sanmin,ResidentialBuilding,T,C,T,T,T,T,T,F,Mechanical,6500
Fengshan,Apartment,F,C,T,T,T,T,F,T,F,6500
Sanmin,Apartment,F,D,T,T,T,T,F,F,F,6500
Sanmin,Apartment,F,E,T,T,T,T,F,F,F,6500
Sinsing,ResidentialBuilding,T,A,T,T,T,T,T,T,F,6700
Qianzhen,Townhouse,F,A,T,F,T,T,F,T,F,7000
Cishan,StoreOrShop,F,A,F,F,F,F,F,F,F,7000
Lingya,Huaxia,T,A,T,F,T,T,F,T,F,7000
Qianzhen,Townhouse,F,A,T,F,T,T,F,T,F,7000
Sanmin,Suite,F,A,T,T,T,T,F,T,F,7000
Qianzhen,Suite,F,A,T,F,T,T,F,T,F,7000
Qianzhen,Townhouse,F,A,T,T,T,T,F,T,F,7000
Sinsing,Suite,F,A,T,T,T,T,T,T,F,7000
Qianzhen,Suite,F,A,T,T,T,T,F,T,F,7000
Sinsing,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,7000
Qianzhen,ResidentialBuilding,T,A,T,T,T,T,F,T,F,7000
Qianzhen,Townhouse,F,A,F,F,F,F,F,T,F,7000
Sanmin,Suite,F,A,T,T,T,T,T,T,F,7000
Lingya,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,7000
Lingya,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,7000
Lingya,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,7000
Lingya,ResidentialBuilding,T,A,F,F,F,F,T,F,F,7000
Sinsing,Suite,F,A,T,T,T,T,T,T,F,7000
Sanmin,Suite,F,A,T,T,T,T,T,T,F,7000
Gangshan,Huaxia,T,B,T,T,T,T,T,T,F,7000
Lingya,Apartment,F,B,T,T,T,T,F,T,F,7000
Sanmin,Townhouse,F,B,T,F,T,T,F,T,F,7000
Fengshan,Apartment,F,B,T,T,T,T,F,F,F,7000
Sanmin,Townhouse,F,B,T,T,T,T,F,F,F,7000
Qianzhen,Apartment,F,B,T,T,T,T,F,F,F,7000
Sanmin,Townhouse,F,B,T,T,T,T,F,F,F,7000
Sanmin,ResidentialBuilding,T,B,T,T,T,T,T,F,Mechanical,7000
Yancheng,Huaxia,T,B,T,T,T,T,T,F,F,7000
Zuoying,ResidentialBuilding,T,B,T,T,T,T,T,F,F,7000
Fengshan,Apartment,F,C,T,T,T,T,F,F,F,7000
Nanzi,Townhouse,F,C,T,T,T,T,F,F,F,7000
Dashe,Huaxia,T,C,T,T,T,T,F,F,F,7000
Zuoying,Apartment,F,C,T,T,T,T,F,T,F,7000
Fengshan,Apartment,F,C,T,T,T,T,F,T,F,7000
Fengshan,Apartment,F,D,T,T,T,T,F,F,F,7000
Sanmin,Apartment,F,D,T,T,T,T,F,T,F,7000
Linyuan,Apartment,F,D,T,T,T,T,F,T,F,7000
Siaogang,Huaxia,T,E,T,T,T,T,T,T,F,7000
Lingya,Apartment,F,E,T,T,T,T,F,F,F,7000
Sinsing,Huaxia,T,E,T,T,T,T,T,T,F,7000
Linyuan,Townhouse,F,H,T,T,T,T,F,T,F,7000
Qianzhen,Townhouse,F,A,T,F,T,T,F,T,F,7500
Gangshan,Townhouse,F,A,T,F,T,T,F,F,F,7500
Sinsing,ResidentialBuilding,T,A,T,F,F,T,F,F,F,7500
Qianzhen,ResidentialBuilding,T,A,T,T,T,T,F,T,F,7500
Lingya,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,7500
Lingya,Townhouse,F,A,T,T,T,T,F,F,F,7500
Sanmin,Townhouse,F,B,T,F,T,T,F,T,F,7500
Fengshan,Apartment,F,B,T,T,T,T,F,F,F,7500
Fengshan,Apartment,F,C,T,T,T,T,F,T,F,7500
Zuoying,Townhouse,F,D,T,T,T,T,F,T,F,7500
Qianzhen,ResidentialBuilding,T,A,T,T,T,T,F,T,F,7800
Daliao,ResidentialBuilding,T,F,T,T,T,T,T,F,F,7800
Lingya,Suite,F,A,T,T,T,T,F,T,F,8000
Qianzhen,Townhouse,F,A,T,F,T,T,F,T,F,8000
Daliao,Townhouse,F,A,T,F,F,F,F,T,F,8000
Daliao,Townhouse,F,A,T,F,F,F,F,T,F,8000
Daliao,Townhouse,F,A,T,F,F,F,F,T,F,8000
Daliao,Townhouse,F,A,T,F,F,F,F,T,F,8000
Daliao,Townhouse,F,A,T,F,F,F,F,T,F,8000
Sanmin,ResidentialBuilding,T,A,T,F,T,T,T,T,F,8000
Lingya,ResidentialBuilding,T,A,T,T,T,T,T,T,F,8000
Sinsing,Townhouse,F,A,F,F,F,F,F,T,F,8000
Yancheng,Huaxia,T,A,T,T,T,T,F,T,F,8000
Qianzhen,ResidentialBuilding,T,A,T,T,T,T,T,T,F,8000
Qianzhen,ResidentialBuilding,T,A,T,T,T,T,F,T,F,8000
Qianzhen,ResidentialBuilding,T,A,T,T,T,T,F,F,F,8000
Lingya,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,8000
Sinsing,Suite,F,A,T,T,T,T,F,T,F,8000
Lingya,Townhouse,F,A,T,T,T,T,F,F,F,8000
Lingya,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,8000
Zuoying,Huaxia,T,A,T,T,T,T,T,T,F,8000
Qianzhen,Suite,F,A,T,F,T,T,T,T,F,8000
Qianzhen,ResidentialBuilding,T,A,T,F,T,T,T,T,F,8000
Qianzhen,ResidentialBuilding,T,A,T,F,T,T,T,T,F,8000
Qianzhen,Suite,F,A,T,T,T,T,T,T,F,8000
Fengshan,Apartment,F,B,T,T,T,T,F,T,F,8000
Qianzhen,Apartment,F,B,T,T,T,T,F,T,F,8000
Lingya,Townhouse,F,B,T,T,T,T,F,F,F,8000
Gushan,ResidentialBuilding,T,B,T,T,T,T,T,T,F,8000
Lingya,Townhouse,F,B,T,T,T,T,F,T,F,8000
Yancheng,Apartment,F,B,T,T,T,T,F,T,F,8000
Qianjin,Huaxia,T,B,T,T,T,T,T,T,F,8000
Fengshan,Apartment,F,B,T,T,T,T,F,T,F,8000
Lingya,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,F,8000
Fengshan,Apartment,F,B,T,T,T,T,F,T,F,8000
Qianzhen,Townhouse,F,B,T,T,T,T,F,F,F,8000
Sanmin,Townhouse,F,B,T,T,T,T,F,T,F,8000
Sanmin,Townhouse,F,B,T,T,T,T,F,F,F,8000
Gushan,Apartment,F,C,T,T,T,T,F,T,F,8000
Gushan,Townhouse,F,C,T,T,T,T,F,T,F,8000
Qianzhen,Apartment,F,C,T,T,T,T,F,T,F,8000
Zuoying,Apartment,F,C,T,T,T,T,F,F,F,8000
Zuoying,ResidentialBuilding,T,C,T,T,T,T,F,T,F,8000
Sanmin,Apartment,F,C,T,T,T,T,F,F,F,8000
Qianjin,OfficeCommercialBuilding,F,C,T,T,T,T,T,T,F,8000
Sanmin,Apartment,F,C,T,T,T,T,F,T,F,8000
Fengshan,Apartment,F,D,T,T,T,T,F,T,F,8000
Qianzhen,Apartment,F,D,T,T,T,T,F,F,F,8000
Sanmin,Townhouse,F,D,T,T,T,T,F,F,F,8000
Ciaotou,Townhouse,F,D,F,F,T,T,F,T,F,8000
Qianzhen,Apartment,F,E,T,T,T,T,F,F,F,8000
Lingya,Apartment,F,E,T,T,T,T,F,F,F,8000
Linyuan,Townhouse,F,F,T,T,T,T,F,F,F,8000
Cishan,Townhouse,F,G,T,T,T,T,F,F,F,8000
Cishan,Townhouse,F,G,T,T,T,T,F,F,F,8000
Gangshan,Huaxia,T,G,F,F,F,F,F,T,F,8000
Lingya,Townhouse,F,G,F,F,F,F,F,T,F,8000
Sanmin,Apartment,F,B,T,T,T,T,F,F,F,8200
Fengshan,Huaxia,T,E,T,T,T,T,F,F,F,8400
Lingya,OfficeCommercialBuilding,F,A,T,F,F,T,T,T,F,8500
Lingya,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,8500
Sinsing,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,8500
Sinsing,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,8500
Qianjin,ResidentialBuilding,T,A,T,T,T,T,T,T,F,8500
Siaogang,Apartment,F,A,T,T,T,T,F,T,F,8500
Lingya,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,F,8500
Fengshan,Apartment,F,B,T,T,T,T,F,F,F,8500
Gushan,ResidentialBuilding,T,B,T,T,T,T,F,F,F,8500
Gushan,ResidentialBuilding,T,B,T,T,T,T,T,T,F,8500
Sanmin,Apartment,F,B,T,T,T,T,F,T,F,8500
Sanmin,Huaxia,T,C,T,T,T,T,F,T,F,8500
Fengshan,Apartment,F,C,T,T,T,T,F,T,F,8500
Lingya,Apartment,F,C,T,T,T,T,F,F,F,8500
Fengshan,ResidentialBuilding,T,C,T,T,T,T,F,T,F,8500
Gangshan,Huaxia,T,C,T,T,T,T,F,T,Flat,8500
Sanmin,Apartment,F,C,T,T,T,T,F,T,F,8500
Fengshan,Apartment,F,D,T,T,T,T,F,F,F,8500
Sanmin,Apartment,F,E,T,T,T,T,F,T,F,8500
Sanmin,ResidentialBuilding,T,E,T,T,T,T,T,F,F,8500
Sanmin,Huaxia,T,D,T,T,T,T,T,T,F,8600
Zuoying,Townhouse,F,A,T,F,T,T,F,T,F,9000
Yancheng,Suite,F,A,T,F,T,T,T,T,F,9000
Fengshan,StoreOrShop,F,A,F,T,T,T,F,F,F,9000
Qianzhen,ResidentialBuilding,T,A,T,T,T,T,F,T,F,9000
Lingya,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,9000
Lingya,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,9000
Lingya,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,F,9000
Qianzhen,Apartment,F,B,T,T,T,T,F,T,F,9000
Dashu,Townhouse,F,B,T,T,T,T,F,F,F,9000
Ciaotou,Townhouse,F,B,T,T,T,T,F,F,F,9000
Sinsing,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,F,9000
Lingya,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,F,9000
Lingya,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,F,9000
Lingya,ResidentialBuilding,T,B,T,T,T,T,F,T,F,9000
Gushan,ResidentialBuilding,T,B,T,T,T,T,T,T,F,9000
Lingya,Apartment,F,B,T,T,T,T,F,T,F,9000
Sinsing,Huaxia,T,B,T,T,T,T,T,F,F,9000
Qianzhen,Townhouse,F,B,T,T,T,T,F,F,F,9000
Qianzhen,Apartment,F,B,T,T,T,T,F,T,F,9000
Zuoying,Townhouse,F,B,T,T,T,T,F,F,F,9000
Qianzhen,ResidentialBuilding,T,B,T,T,T,T,F,T,F,9000
Sanmin,Apartment,F,B,T,T,T,T,F,F,F,9000
Gangshan,Townhouse,F,B,F,F,F,F,F,F,F,9000
Sinsing,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,F,9000
Sanmin,Apartment,F,B,T,T,T,T,F,T,F,9000
Sanmin,Apartment,F,C,T,T,T,T,F,T,F,9000
Gushan,Apartment,F,C,T,T,T,T,F,F,F,9000
Sanmin,Apartment,F,C,T,T,T,T,F,F,F,9000
Sanmin,ResidentialBuilding,T,C,T,T,T,T,F,T,F,9000
Lingya,Apartment,F,C,T,T,T,T,F,T,F,9000
Lingya,Townhouse,F,D,F,F,F,F,F,F,F,9000
Lingya,ResidentialBuilding,T,D,T,T,T,T,T,T,F,9000
Lingya,Apartment,F,D,T,T,T,T,F,T,F,9000
Gangshan,ResidentialBuilding,T,D,T,T,T,T,T,T,Flat,9000
Fengshan,StoreOrShop,F,D,F,F,F,F,F,F,F,9000
Fengshan,StoreOrShop,F,D,F,F,F,F,F,F,F,9000
Fengshan,Huaxia,T,E,T,T,T,T,F,F,F,9000
Sanmin,ResidentialBuilding,T,E,T,T,T,T,T,F,F,9000
Gangshan,ResidentialBuilding,T,E,T,T,T,T,F,F,F,9000
Sanmin,ResidentialBuilding,T,E,T,T,T,T,T,F,F,9000
Lingya,ResidentialBuilding,T,F,T,T,T,T,T,F,F,9000
Qianjin,Suite,F,J,T,T,T,T,T,T,F,9000
Zuoying,Huaxia,T,B,T,T,T,T,T,T,F,9300
Sinsing,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,F,9500
Qianzhen,Townhouse,F,B,T,T,T,T,F,F,F,9500
Lingya,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,F,9500
Qianzhen,ResidentialBuilding,T,B,T,T,T,T,T,T,F,9500
Sanmin,Huaxia,T,B,T,T,T,T,F,F,F,9500
Lingya,ResidentialBuilding,T,D,T,T,T,T,T,T,F,9500
Gushan,ResidentialBuilding,T,D,T,T,T,T,T,F,F,9500
Fengshan,Huaxia,T,D,T,T,T,T,T,F,F,9500
Daliao,ResidentialBuilding,T,D,T,T,T,T,T,T,F,9500
Lingya,Apartment,F,F,T,T,T,T,F,F,F,9500
Siaogang,ResidentialBuilding,T,G,T,T,T,T,T,T,F,9500
Qianzhen,ResidentialBuilding,T,G,T,T,T,T,F,T,F,9600
Fengshan,Other,F,A,F,F,F,T,F,F,F,10000
Daliao,Townhouse,F,A,T,F,F,F,F,T,F,10000
Daliao,Townhouse,F,A,T,F,F,F,F,T,F,10000
Fengshan,Townhouse,F,A,F,T,T,T,F,F,F,10000
Zuoying,Townhouse,F,A,F,F,F,F,F,F,F,10000
Qianzhen,ResidentialBuilding,T,A,T,T,T,T,T,T,F,10000
Sinsing,Townhouse,F,A,F,F,F,F,F,F,F,10000
Ciaotou,Townhouse,F,A,F,F,F,F,F,F,F,10000
Lingya,Huaxia,T,A,T,F,T,T,T,T,F,10000
Sanmin,Apartment,F,A,T,T,T,T,F,T,F,10000
Fengshan,ResidentialBuilding,T,A,T,T,T,T,T,F,F,10000
Sanmin,Townhouse,F,A,F,F,F,F,F,F,F,10000
Sanmin,Townhouse,F,A,F,F,F,F,F,F,F,10000
Sanmin,ResidentialBuilding,T,A,T,F,F,F,T,F,F,10000
Lingya,OfficeCommercialBuilding,F,A,F,F,F,F,T,F,F,10000
Lingya,Townhouse,F,A,F,F,F,F,F,F,F,10000
Lingya,Suite,F,A,T,T,T,T,T,T,F,10000
Lingya,Townhouse,F,B,T,T,T,T,F,F,F,10000
Lingya,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,Flat,10000
Qianjin,ResidentialBuilding,T,B,T,T,T,T,F,T,F,10000
Sanmin,ResidentialBuilding,T,B,T,T,T,T,T,T,F,10000
Sanmin,Townhouse,F,B,F,F,F,F,F,F,F,10000
Lingya,Apartment,F,B,T,T,T,T,F,T,F,10000
Lingya,Apartment,F,B,T,T,T,T,F,T,F,10000
Sanmin,Townhouse,F,B,F,F,F,F,F,F,F,10000
Qianjin,ResidentialBuilding,T,B,T,T,T,T,F,T,F,10000
Lingya,Apartment,F,B,F,F,F,F,F,F,F,10000
Fengshan,ResidentialBuilding,T,B,F,F,F,F,F,F,F,10000
Sanmin,Apartment,F,B,T,T,T,T,F,T,F,10000
Lingya,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,F,10000
Lingya,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,F,10000
Gushan,Apartment,F,B,T,T,T,T,F,T,F,10000
Qianzhen,ResidentialBuilding,T,B,T,T,T,T,F,F,F,10000
Qianzhen,ResidentialBuilding,T,B,T,T,T,T,T,T,F,10000
Lingya,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,F,10000
Lingya,OfficeCommercialBuilding,F,B,F,F,F,F,T,F,F,10000
Lingya,ResidentialBuilding,T,B,T,T,T,T,T,T,F,10000
Siaogang,Apartment,F,C,T,T,T,T,F,F,F,10000
Gangshan,Townhouse,F,C,T,T,T,T,F,T,F,10000
Lingya,Apartment,F,C,T,T,T,T,F,T,F,10000
Zuoying,Apartment,F,C,T,T,T,T,F,T,F,10000
Sanmin,Apartment,F,C,T,T,T,T,F,T,F,10000
Niaosong,Apartment,F,C,T,T,T,T,F,T,F,10000
Qianzhen,Apartment,F,C,T,F,T,T,F,F,F,10000
Lingya,Apartment,F,C,T,T,T,T,F,T,F,10000
Gushan,ResidentialBuilding,T,C,T,T,T,T,T,F,F,10000
Lingya,Apartment,F,C,T,T,T,T,F,T,F,10000
Lingya,Townhouse,F,C,T,T,T,T,F,T,F,10000
Gushan,Apartment,F,C,T,T,T,T,F,T,F,10000
Qianjin,OfficeCommercialBuilding,F,C,T,T,T,T,F,F,F,10000
Lingya,ResidentialBuilding,T,C,T,T,T,T,F,T,F,10000
Fengshan,OfficeCommercialBuilding,F,C,T,T,T,T,F,F,F,10000
Fengshan,ResidentialBuilding,T,C,T,T,T,T,T,T,F,10000
Lingya,Apartment,F,D,T,T,T,T,F,F,F,10000
Sinsing,Townhouse,F,D,F,F,F,F,F,F,F,10000
Fengshan,OfficeCommercialBuilding,F,D,T,T,T,T,F,T,F,10000
Sanmin,Apartment,F,D,T,T,T,T,F,T,F,10000
Nanzi,Apartment,F,D,T,T,T,T,F,T,F,10000
Sanmin,ResidentialBuilding,T,D,T,T,T,T,F,T,F,10000
Zuoying,ResidentialBuilding,T,D,T,T,T,T,T,F,Flat,10000
Sanmin,Apartment,F,D,T,T,T,T,F,T,F,10000
Lingya,ResidentialBuilding,T,D,T,T,T,T,T,T,F,10000
Lingya,ResidentialBuilding,T,D,T,T,T,T,T,T,F,10000
Sanmin,Apartment,F,D,T,T,T,T,F,F,F,10000
Lingya,Apartment,F,D,T,T,T,T,F,T,F,10000
Lingya,Apartment,F,D,T,T,T,T,F,T,F,10000
Qianzhen,ResidentialBuilding,T,D,T,T,T,T,T,T,F,10000
Sanmin,Townhouse,F,D,T,T,T,T,F,F,F,10000
Lingya,Apartment,F,D,T,T,T,T,F,F,F,10000
Lingya,Apartment,F,E,T,T,T,T,F,T,F,10000
Zuoying,ResidentialBuilding,T,E,T,T,T,T,F,T,F,10000
Sanmin,Townhouse,F,E,T,T,T,T,F,F,F,10000
Lingya,ResidentialBuilding,T,E,F,F,F,F,F,T,F,10000
Sanmin,Apartment,F,E,T,T,T,T,F,T,F,10000
Sanmin,Apartment,F,E,T,T,T,T,F,T,F,10000
Sanmin,ResidentialBuilding,T,E,T,T,T,T,T,T,F,10000
Sanmin,ResidentialBuilding,T,E,T,T,T,T,T,F,F,10000
Sanmin,ResidentialBuilding,T,F,T,T,T,T,F,T,F,10000
Qianzhen,ResidentialBuilding,T,F,T,T,T,T,T,F,F,10000
Qianzhen,ResidentialBuilding,T,F,T,T,T,T,F,T,F,10000
Qianzhen,ResidentialBuilding,T,F,T,T,T,T,T,T,F,10000
Fengshan,ResidentialBuilding,T,F,T,T,T,T,T,T,F,10000
Zuoying,Huaxia,T,F,T,T,T,T,T,F,Flat,10000
Lingya,ResidentialBuilding,T,F,T,T,T,T,T,T,F,10000
Qianzhen,Apartment,F,F,T,T,T,T,F,T,F,10000
Nanzi,Apartment,F,G,T,T,T,T,F,T,F,10000
Sanmin,ResidentialBuilding,T,G,T,T,T,T,T,T,F,10000
Siaogang,Townhouse,F,G,T,T,T,T,F,F,F,10000
Lingya,Townhouse,F,G,F,F,F,F,F,F,F,10000
Qianzhen,ResidentialBuilding,T,H,T,T,T,T,T,F,F,10000
Zuoying,Huaxia,T,H,T,T,T,T,T,T,Mechanical,10000
Fengshan,ResidentialBuilding,T,H,T,T,T,T,T,T,F,10000
Lingya,OfficeCommercialBuilding,F,H,T,T,F,T,T,F,F,10000
Zuoying,ResidentialBuilding,T,H,T,T,T,T,T,T,F,10000
Nanzi,Townhouse,F,H,T,T,T,T,F,F,F,10000
Sanmin,ResidentialBuilding,T,H,T,T,T,T,T,F,Flat,10000
Sanmin,ResidentialBuilding,T,H,T,T,T,T,T,F,Flat,10000
